Year,Entity,Gini – posttax_dis,Gini – posttax_nat,Gini – pretax,Top 1pc share – posttax_dis,Top 1pc share – posttax_nat,Top 1pc share – pretax,Top 10pc share – posttax_dis,Top 10pc share – posttax_nat,Top 10pc share – pretax,Bottom 50pc share – posttax_dis,Bottom 50pc share – posttax_nat,Bottom 50pc share – pretax,Ratio Top 10 Bottom 50 share – posttax_dis,Ratio Top 10 Bottom 50 share – posttax_nat,Ratio Top 10 Bottom 50 share – pretax
2015,Denmark,36.9751855125784,32.2026882928441,43.6015061531066,11.89,10.489999999999998,12.95,30.36,27.73,33.19,26.31,29.360000000000003,21.95,115.39338654503992,94.44822888283379,151.20728929384967
2016,Denmark,37.2767518625636,32.5039570087824,43.8967540052999,11.82,10.44,13.01,30.380000000000003,27.77,33.489999999999995,26.12,29.18,21.81,116.30934150076571,95.16792323509253,153.5534158642824
2017,Denmark,37.06391798776,32.3063084694816,44.0461282547574,11.26,9.95,12.75,30.16,27.57,33.51,26.26,29.31,21.67,114.85148514851484,94.0634595701126,154.63774803876325
2002,Djibouti,,,59.0669169651086,,,15.409999999999998,,,47.89,,,13.47,,,355.5308092056422
2012,Djibouti,,,62.4032361895814,,,17.169999999999998,,,51.67,,,11.95,,,432.3849372384938
2013,Djibouti,,,62.1728029013374,,,16.49,,,51.46,,,12.05,,,427.0539419087137
2017,Djibouti,,,60.096991186331095,,,15.86,,,49.55,,,13.089999999999998,,,378.53323147440796
2018,Djibouti,,58.8218654562008,,,15.58,,,48.71,,,13.86,,,351.44300144300144,
2019,Djibouti,,58.7657703497513,,,15.57,,,48.69,,,13.89,,,350.5399568034557,
2020,Djibouti,,58.765585640699705,,,15.57,,,48.69,,,13.89,,,350.5399568034557,
2021,Djibouti,,58.76557424946039,,,15.57,,,48.69,,,13.89,,,350.5399568034557,
2013,Dominican Republic,,,68.0869417873424,,,30.26,,,57.49999999999999,,,9.6,,,598.9583333333333
2014,Dominican Republic,,,66.9815266177181,,,28.360000000000003,,,55.98,,,9.96,,,562.0481927710842
2015,Dominican Republic,,,67.0701402950336,,,30.66,,,56.53,,,10.17,,,555.850540806293
2016,Dominican Republic,,,67.2826445350218,,,31.47,,,57.36,,,10.33,,,555.2758954501452
2017,Dominican Republic,,,63.5591565543571,,,24.83,,,52.93,,,11.75,,,450.46808510638294
2018,Dominican Republic,,65.5074311340798,68.4396765967556,,34.19,35.870000000000005,,57.08,59.36,,11.9,10.3,,479.66386554621846,576.3106796116505
2019,Dominican Republic,,60.53026438471159,,,27.43,,,51.35,,,13.919999999999998,,,368.8936781609196,
2020,Dominican Republic,,60.5304294160097,,,27.43,,,51.35,,,13.919999999999998,,,368.8936781609196,
2021,Dominican Republic,,60.530423434626904,63.9574316424458,,27.43,29.1,,51.35,53.81,,13.919999999999998,12.0,,368.8936781609196,448.4166666666667
2002,Ecuador,,64.5799905060002,68.2669284243364,,20.84,20.9,,55.16,56.49,,11.32,8.52,,487.2791519434629,663.0281690140846
2003,Ecuador,,63.7488982815675,68.1473540759109,,20.66,21.13,,54.290000000000006,56.27,,11.74,8.540000000000001,,462.4361158432709,658.8992974238876
2004,Ecuador,,62.1212516590514,66.6780914589647,,18.69,19.48,,52.17,54.37,,12.33,9.13,,423.1143552311436,595.5093099671412
2005,Ecuador,,60.418479595558104,65.2088337855522,,16.64,17.83,,49.95,52.46,,12.94,9.72,,386.01236476043283,539.7119341563786
2006,Ecuador,,58.4801690592483,63.527594883390705,,15.39,16.34,,47.99,50.56,,13.99,10.55,,343.03073624017156,479.2417061611374
2007,Ecuador,,62.1135990788665,67.5740105462346,,18.58,20.24,,52.35,55.57,,12.45,8.9,,420.4819277108435,624.3820224719101
2008,Ecuador,,57.09900440542221,63.2417663021383,,12.86,14.28,,45.85,49.41,,14.249999999999998,10.22,,321.75438596491233,483.46379647749507
2009,Ecuador,,55.996115239469304,62.8628539388316,,12.54,14.07,,44.8,48.48,,14.78,10.14,,303.1123139377537,478.1065088757396
2010,Ecuador,,57.535374885942005,64.07173679278621,,16.39,17.83,,47.15,50.41,,14.43,9.95,,326.74982674982675,506.63316582914575
2011,Ecuador,,52.80451187156841,59.9284845934465,,11.5,12.93,,40.5,44.52,,16.06,11.35,,252.1793275217933,392.24669603524234
2012,Ecuador,,54.091682471273096,61.585121126868906,,16.18,18.44,,42.55,46.73,,15.7,10.73,,271.0191082802547,435.5079217148182
2013,Ecuador,,53.687051413317896,61.160217761374206,,14.35,16.14,,43.63,47.65,,16.46,11.48,,265.06682867557714,415.0696864111498
2014,Ecuador,,51.444485627715295,59.0473192923662,,13.86,15.75,,42.11,46.19,,17.91,12.9,,235.12004466778333,358.06201550387595
2015,Ecuador,,50.2651418439092,57.6809002255084,,11.19,13.08,,39.84,43.77,,18.05,13.13,,220.7202216066482,333.35872048743335
2016,Ecuador,,49.400342417461204,56.9090328675087,,10.66,12.3,,38.17,42.2,,18.18,13.2,,209.95599559955997,319.69696969696975
2017,Ecuador,,51.2558493726695,58.7155131512728,,13.23,14.9,,40.59,44.56,,17.53,12.54,,231.5459212778095,355.3429027113238
2018,Ecuador,,50.9593122723996,58.5370770993711,,11.91,13.78,,40.07,44.36,,17.51,12.49,,228.84066247858365,355.164131305044
2019,Ecuador,,50.485187857966494,58.03816430661401,,10.99,12.58,,38.87,42.98,,17.419999999999998,12.36,,223.13432835820896,347.73462783171516
1820,Egypt,,,,,,26.36,,,53.42,,,16.53,,,323.16999395039323
1850,Egypt,,,,,,26.97,,,54.63,,,16.1,,,339.31677018633536
1880,Egypt,,,,,,27.27,,,55.84,,,15.67,,,356.3497128270581
1900,Egypt,,,,,,28.48,,,57.66,,,15.02,,,383.8881491344873
1910,Egypt,,,,,,30.3,,,60.7,,,13.95,,,435.1254480286738
1920,Egypt,,,,,,30.3,,,60.7,,,13.95,,,435.1254480286738
1930,Egypt,,,,,,30.3,,,60.7,,,13.95,,,435.1254480286738
1940,Egypt,,,,,,30.3,,,60.7,,,13.95,,,435.1254480286738
1950,Egypt,,,,,,30.3,,,60.7,,,13.95,,,435.1254480286738
1960,Egypt,,,,,,26.4,,,56.89999999999999,,,15.29,,,372.13865271419223
1970,Egypt,,,,,,22.5,,,53.1,,,16.64,,,319.1105769230769
1980,Egypt,,,54.780482203458206,,,15.95,,,46.2,,,16.97,,,272.24513847967
1981,Egypt,,,54.78048238972269,,,15.95,,,46.2,,,16.97,,,272.24513847967
1982,Egypt,,,54.7804860102392,,,15.95,,,46.2,,,16.97,,,272.24513847967
1983,Egypt,,,54.7804787517439,,,15.95,,,46.2,,,16.97,,,272.24513847967
1984,Egypt,,,54.780486801863404,,,15.95,,,46.2,,,16.97,,,272.24513847967
1985,Egypt,,,54.78047882159311,,,15.95,,,46.2,,,16.97,,,272.24513847967
1986,Egypt,,,54.7804851487658,,,15.95,,,46.2,,,16.97,,,272.24513847967
1987,Egypt,,,54.7804828786671,,,15.95,,,46.2,,,16.97,,,272.24513847967
1988,Egypt,,,54.780479421132,,,15.95,,,46.2,,,16.97,,,272.24513847967
1989,Egypt,,,54.780479124272894,,,15.95,,,46.2,,,16.97,,,272.24513847967
1990,Egypt,,,54.780480922889694,,,15.95,,,46.2,,,16.97,,,272.24513847967
1991,Egypt,,,54.63988521979179,,,16.07,,,46.13,,,17.080000000000002,,,270.08196721311475
1992,Egypt,,,54.5028630341395,,,16.18,,,46.06,,,17.19,,,267.94648051192553
1993,Egypt,,,54.369285692513,,,16.29,,,45.99,,,17.29,,,265.99190283400816
1994,Egypt,,,54.2390184370166,,,16.400000000000002,,,45.93,,,17.4,,,263.96551724137936
1995,Egypt,,,54.111941300479,,,16.509999999999998,,,45.87,,,17.5,,,262.1142857142857
1996,Egypt,,,55.5401171800156,,,17.330000000000002,,,47.28,,,16.74,,,282.4372759856631
1997,Egypt,,,56.883009375284,,,18.1,,,48.6,,,16.02,,,303.37078651685397
1998,Egypt,,,58.148052479186795,,,18.83,,,49.85,,,15.340000000000002,,,324.96740547588
1999,Egypt,,,59.3418016662763,,,19.52,,,51.03,,,14.7,,,347.14285714285717
2000,Egypt,,,59.170631225676495,,,19.29,,,50.690000000000005,,,14.72,,,344.36141304347825
2001,Egypt,,,59.0030933150654,,,19.08,,,50.370000000000005,,,14.74,,,341.7232021709634
2002,Egypt,,,58.8390746327452,,,18.86,,,50.05,,,14.75,,,339.3220338983051
2003,Egypt,,,58.678466153738995,,,18.65,,,49.73,,,14.77,,,336.69600541638454
2004,Egypt,,,58.5211694068864,,,18.45,,,49.42,,,14.78,,,334.3707713125846
2005,Egypt,,,58.5215656438425,,,18.66,,,49.31,,,14.760000000000002,,,334.07859078590786
2006,Egypt,,,58.5219236712582,,,18.85,,,49.21,,,14.73,,,334.0801086218602
2007,Egypt,,,58.522252746224304,,,19.040000000000003,,,49.11,,,14.71,,,333.8545207341944
2008,Egypt,,,58.52257932241079,,,19.21,,,49.02,,,14.68,,,333.9237057220709
2009,Egypt,,,57.52140293785391,,,18.35,,,48.28,,,15.29,,,315.7619359058208
2010,Egypt,,,56.517113742516,,,17.49,,,47.54,,,15.9,,,298.9937106918239
2011,Egypt,,,57.1180584466116,,,17.76,,,47.5,,,15.340000000000002,,,309.64797913950457
2012,Egypt,,,57.7116879564755,,,18.03,,,47.46,,,14.79,,,320.8924949290061
2013,Egypt,,,58.171080369416494,,,18.78,,,48.120000000000005,,,14.65,,,328.4641638225256
2014,Egypt,,,58.6190240560491,,,19.5,,,48.77,,,14.510000000000002,,,336.1130254996554
2015,Egypt,,,59.0559613423544,,,20.21,,,49.39,,,14.38,,,343.46314325452016
2016,Egypt,,,58.56021776875549,,,19.76,,,48.85,,,14.62,,,334.1313269493844
2018,Egypt,,52.49696955383381,,,17.01,,,44.35,,,18.1,,,245.02762430939225,
2019,Egypt,,52.0670798007664,,,16.619999999999997,,,44.080000000000005,,,18.37,,,239.95645073489388,
2020,Egypt,,51.724035405137805,,,16.25,,,43.85,,,18.59,,,235.87950511027435,
2021,Egypt,,51.7235947280181,,,16.25,,,43.85,,,18.59,,,235.87950511027435,
2002,El Salvador,,62.978587287253596,67.3132496050328,,16.84,17.88,,48.33,50.93,,9.76,6.79,,495.1844262295082,750.0736377025037
2003,El Salvador,,61.0112254380134,65.2165933305869,,14.59,15.78,,46.79,49.33,,10.94,8.110000000000001,,427.69652650822667,608.2614056720098
2004,El Salvador,,60.5240951497463,65.4946814931502,,15.64,16.99,,47.1,50.11,,11.61,8.290000000000001,,405.68475452196384,604.4632086851628
2005,El Salvador,,63.3511181794459,68.1296634584168,,18.3,19.85,,49.46,52.43,,10.0,6.77,,494.59999999999997,774.4460856720827
2006,El Salvador,,59.7236864628096,65.2952773855026,,14.39,15.88,,46.61,50.0,,12.15,8.37,,383.6213991769547,597.3715651135007
2007,El Salvador,,60.51893479785589,66.0641709530642,,16.3,17.86,,47.89,51.35999999999999,,11.98,8.27,,399.74958263772953,621.0399032648124
2008,El Salvador,,60.08175397805759,65.6300514816224,,15.160000000000002,16.86,,47.18,50.73,,12.0,8.34,,393.1666666666667,608.273381294964
2009,El Salvador,,59.6500565653942,65.1959378216759,,14.03,15.86,,46.48,50.1,,12.01,8.41,,387.0108243130724,595.7193816884661
2010,El Salvador,,58.2357925394639,63.511351044591905,,11.77,13.27,,44.080000000000005,47.24,,12.33,8.76,,357.5020275750203,539.2694063926941
2011,El Salvador,,57.54879479396911,62.9802171735238,,12.64,14.2,,43.53,46.85,,12.79,9.14,,340.34401876465995,512.582056892779
2012,El Salvador,,56.860775929804696,62.4492824511505,,13.51,15.13,,42.98,46.46,,13.239999999999998,9.52,,324.6223564954683,488.02521008403363
2013,El Salvador,,62.252507261918296,66.33336993543931,,21.95,23.02,,49.87,52.42,,11.25,8.67,,443.2888888888889,604.6136101499424
2014,El Salvador,,61.184397822290606,65.6655699864239,,19.12,20.83,,47.89,50.91,,11.3,8.52,,423.8053097345133,597.5352112676056
2015,El Salvador,,58.108950063941,63.11259352570679,,13.36,14.93,,43.68,46.95,,12.18,8.95,,358.62068965517244,524.5810055865923
2016,El Salvador,,59.067834747542406,64.16790651706779,,16.84,18.81,,44.52,48.13,,11.81,8.67,,376.96867061812026,555.132641291811
2017,El Salvador,,56.6745197657109,61.7721993658499,,12.9,14.84,,40.99,44.61,,12.47,9.32,,328.7089013632718,478.64806866952785
2018,El Salvador,,55.0543308523501,59.999325242429805,,11.11,12.61,,38.690000000000005,42.11,,13.01,9.92,,297.3866256725596,424.4959677419355
2018,Equatorial Guinea,,60.6911929741667,,,16.23,,,49.63,,,12.63,,,392.9532858273951,
2019,Equatorial Guinea,,60.633057323249794,,,16.220000000000002,,,49.61,,,12.659999999999998,,,391.86413902053715,
2020,Equatorial Guinea,,60.6297222841892,,,16.220000000000002,,,49.61,,,12.659999999999998,,,391.86413902053715,
2021,Equatorial Guinea,,60.6298092182854,,,16.220000000000002,,,49.61,,,12.659999999999998,,,391.86413902053715,
2018,Eritrea,,54.21193265519349,,,13.55,,,44.67,,,16.580000000000002,,,269.4209891435464,
2019,Eritrea,,54.13967865192429,,,13.54,,,44.65,,,16.619999999999997,,,268.6522262334537,
2020,Eritrea,,54.13964510309201,,,13.54,,,44.65,,,16.619999999999997,,,268.6522262334537,
2021,Eritrea,,54.1394490820807,,,13.54,,,44.65,,,16.619999999999997,,,268.6522262334537,
1988,Estonia,28.4906757077313,25.028009219047796,36.3940353882513,3.14,2.88,4.68,20.04,18.82,23.72,29.93,32.37,24.54,66.95623120614768,58.14025332097622,96.65851670741647
1999,Estonia,50.1613864483147,46.186172890863,53.7532777632485,15.47,14.32,15.95,39.48,37.15,41.870000000000005,18.33,20.84,15.920000000000002,215.3846153846154,178.2629558541267,263.00251256281405
2000,Estonia,50.318597291214196,46.770188377802,54.532206417331295,14.21,13.28,15.14,39.18,37.13,42.15,18.08,20.33,15.19,216.70353982300887,182.6364977865224,277.48518762343645
2001,Estonia,50.1536000618742,46.6995030965904,53.6911686644856,14.46,13.53,14.6,38.85,36.870000000000005,41.14,18.14,20.33,15.54,214.16758544652703,181.35759960649293,264.73616473616477
2002,Estonia,52.261092448260605,48.7408930780532,55.2669158280324,17.04,15.96,16.37,41.42,39.31,42.93,17.27,19.47,14.91,239.83786913723222,201.9003595274782,287.92756539235415
2003,Estonia,52.3437104026868,48.9449891266659,56.94275274301081,15.95,14.98,16.150000000000002,39.91,37.96,42.98,16.68,18.84,13.489999999999998,239.2685851318945,201.4861995753716,318.6063750926612
2004,Estonia,48.8581840917576,45.6627378412364,54.1425294897209,14.93,14.02,15.4,37.93,36.1,40.99,18.72,20.77,15.04,202.6175213675214,173.80837746750123,272.53989361702133
2005,Estonia,50.445261150054,47.3203451946063,56.250054667151495,16.509999999999998,15.55,19.25,40.02,38.16,44.72,18.37,20.32,14.77,217.85519869352203,187.79527559055117,302.7758970886933
2006,Estonia,48.6131172674476,45.6602527688567,53.360711675100006,14.94,14.09,15.52,38.3,36.58,40.85,19.2,21.07,15.8,199.47916666666666,173.61177028951113,258.54430379746833
2007,Estonia,45.9092619666862,42.9071465080632,51.8964931410963,13.48,12.67,15.56,35.61,33.93,39.47,20.4,22.34,16.509999999999998,174.55882352941177,151.8800358102059,239.06723198061783
2008,Estonia,44.043427929467796,40.929683338065495,49.830265096837,10.93,10.23,13.07,33.53,31.86,37.55,21.27,23.3,17.64,157.63986835919135,136.73819742489272,212.86848072562356
2009,Estonia,41.8029452215109,38.4035223168432,47.0529470319841,7.439999999999999,6.92,9.53,29.96,28.34,34.42,22.12,24.38,18.99,135.44303797468353,116.24282198523382,181.25329120589785
2010,Estonia,44.2027501791909,40.6816938539588,48.8049720092825,9.1,8.450000000000001,11.01,31.8,30.06,35.96,20.77,23.1,18.05,153.10544053923928,130.1298701298701,199.22437673130193
2011,Estonia,45.9328003781209,42.5637809832615,50.0174394066335,11.63,10.85,12.72,34.64,32.83,37.28,20.16,22.35,17.380000000000003,171.82539682539684,146.8903803131991,214.49942462600688
2012,Estonia,46.9692052424413,43.509805042446494,51.4697887637517,13.06,12.17,14.2,36.57,34.61,39.23,19.89,22.11,16.82,183.86123680241326,156.53550429669835,233.23424494649223
2013,Estonia,46.3316230774986,42.9670430284275,52.2539819271749,12.06,11.26,12.920000000000002,35.39,33.550000000000004,38.89,19.66,21.87,15.85,180.01017293997964,153.40649291266578,245.3627760252366
2014,Estonia,46.963360722366296,43.4532827518645,51.8066566687324,12.01,11.19,13.1,35.510000000000005,33.61,38.49,19.33,21.62,16.150000000000002,183.70408691153654,155.45790934320075,238.328173374613
2015,Estonia,43.4651478631164,40.1337418587133,49.4122500598788,8.97,8.36,11.23,31.69,30.03,35.88,20.84,23.07,17.26,152.063339731286,130.16905071521455,207.87949015063728
2016,Estonia,42.7622126497454,39.4849822680197,48.5789721016271,9.46,8.81,11.36,31.52,29.87,35.410000000000004,21.41,23.6,17.79,147.22092480149462,126.56779661016948,199.04440697020803
2017,Estonia,42.4800190672407,39.2369062284061,48.4636028198437,10.87,10.12,12.53,31.76,30.1,35.39,21.78,23.93,18.0,145.821854912764,125.78353531132471,196.61111111111111
2018,Estonia,41.7992948146818,38.6101791637245,48.4555201271831,11.14,10.37,12.96,31.92,30.25,35.55,22.36,24.47,18.12,142.75491949910554,123.62076011442585,196.19205298013242
1994,Eswatini,,,75.75267090482501,,,31.61,,,67.67999999999999,,,6.45,,,1049.3023255813953
2000,Eswatini,,,70.8489433190898,,,21.76,,,62.22,,,8.459999999999999,,,735.4609929078015
2009,Eswatini,,,67.99189643927829,,,18.32,,,57.28,,,8.959999999999999,,,639.2857142857143
2016,Eswatini,,,70.4675405304577,,,19.33,,,59.88,,,7.86,,,761.8320610687023
2018,Eswatini,,63.748903224434606,,,17.73,,,55.38,,,11.83,,,468.13186813186815,
2019,Eswatini,,63.718136231542,,,17.72,,,55.37,,,11.85,,,467.2573839662447,
2020,Eswatini,,63.7192988439441,,,17.72,,,55.37,,,11.84,,,467.65202702702703,
2021,Eswatini,,63.71924868640269,,,17.72,,,55.37,,,11.84,,,467.65202702702703,
1981,Ethiopia,,,54.691967138196894,,,14.9,,,44.97,,,16.56,,,271.55797101449275
1995,Ethiopia,,,66.5048207937105,,,29.69,,,58.32000000000001,,,11.36,,,513.3802816901409
1999,Ethiopia,,,52.212923199181205,,,13.56,,,42.45,,,17.69,,,239.96608253250423
2004,Ethiopia,,,52.676070994823796,,,15.13,,,43.05,,,17.52,,,245.71917808219177
2005,Ethiopia,,,52.9822140459803,,,15.1,,,43.32,,,17.349999999999998,,,249.68299711815564
2010,Ethiopia,,,54.50526934230881,,,14.91,,,44.66,,,16.49,,,270.8308065494239
2015,Ethiopia,,,55.431341809813595,,,13.82,,,45.47,,,15.840000000000002,,,287.0580808080808
2018,Ethiopia,,52.5817421752842,,,12.27,,,42.94,,,17.380000000000003,,,247.06559263521285,
2019,Ethiopia,,52.507353208315,,,12.26,,,42.92,,,17.419999999999998,,,246.3834672789897,
2020,Ethiopia,,52.5073888254292,,,12.26,,,42.92,,,17.419999999999998,,,246.3834672789897,
2021,Ethiopia,,52.507386881174,,,12.26,,,42.92,,,17.419999999999998,,,246.3834672789897,
1980,Finland,29.9957976380156,27.916599826745298,39.3338344285828,5.7,5.37,6.41,23.65,22.71,27.22,29.7,31.11,23.51,79.62962962962963,72.99903567984572,115.78051892811567
1981,Finland,30.0656980753949,27.860676390869997,38.5939854705054,4.38,4.130000000000001,5.43,22.76,21.82,26.06,29.47,30.97,23.77,77.23108245673566,70.45527930255085,109.63399242742953
1982,Finland,30.902444347642998,28.6731396547929,38.838207796838695,4.19,3.96,5.21,23.14,22.2,25.86,28.88,30.4,23.53,80.1246537396122,73.02631578947368,109.9022524436889
1983,Finland,30.021458803059197,27.8591207307974,39.091610004298296,4.3,4.06,5.3100000000000005,21.93,21.07,25.87,29.26,30.75,23.3,74.94873547505127,68.52032520325203,111.03004291845492
1984,Finland,27.769392746773804,25.6667871545933,38.286727308200206,5.140000000000001,4.83,5.99,21.66,20.77,26.71,31.02,32.46,24.32,69.82591876208897,63.9864448552064,109.82730263157896
1985,Finland,28.948441822505,26.6305172064424,38.6567912308818,4.590000000000001,4.31,5.6000000000000005,22.3,21.32,26.32,30.130000000000003,31.72,23.8,74.01261201460339,67.21311475409837,110.58823529411765
1986,Finland,28.8127528533116,26.4253655139873,38.4629436464898,4.26,3.99,5.319999999999999,21.96,20.97,26.0,30.22,31.86,23.89,72.66710787557909,65.81920903954803,108.8321473419841
1987,Finland,30.121620447355102,27.624790126011302,38.8968191050193,6.18,5.75,6.5600000000000005,24.02,22.86,27.44,29.85,31.52,23.98,80.46901172529313,72.52538071065989,114.42869057547958
1988,Finland,30.2967659008548,27.744880776896302,39.286493616590704,5.83,5.42,6.72,23.73,22.57,27.48,29.62,31.34,23.68,80.11478730587442,72.01659221442246,116.0472972972973
1989,Finland,28.5303427833904,26.110463820340403,38.509226961344,4.55,4.25,5.74,22.39,21.34,26.6,30.5,32.15,24.0,73.40983606557377,66.37636080870918,110.83333333333334
1990,Finland,26.9805571857888,24.5350548216121,36.9959242975323,3.35,3.1300000000000003,4.49,20.880000000000003,19.89,25.21,31.32,33.01,24.77,66.66666666666667,60.254468342926394,101.77634234961647
1991,Finland,29.9963206881607,27.130887363928004,35.9721438076333,3.31,3.08,3.68,20.95,19.91,23.83,29.56,31.52,25.2,70.87280108254397,63.16624365482234,94.56349206349206
1992,Finland,29.344259665365602,26.628041827919603,35.7156541066034,3.15,2.95,3.69,21.08,20.06,23.72,30.01,31.86,25.4,70.24325224925025,62.96296296296296,93.38582677165354
1993,Finland,26.845652070959403,24.4976935684461,36.4458317196978,4.19,3.91,4.84,21.18,20.200000000000003,25.19,31.56,33.17,25.290000000000003,67.11026615969583,60.898402170636125,99.60458679319889
