Entity,Year,Gini coefficient,Palma ratio (S90/S40 ratio),S90/S10 ratio,S80/S20 ratio,S90/S50 ratio,P90/P10 ratio,P90/P50 ratio,P50/P10 ratio,P0-P10 - share of the bottom 10%,P0-P40 - share of the bottom 40%,P0-P50 - share of the bottom 50%,P10-P20 - share of national income,P20-P30 - share of national income,P30-P40 - share of national income,P40-P50 - share of national income,P50-P60 - share of national income,P50-P90 - share of the middle 40%,P60-P70 - share of national income,P70-P80 - share of national income,P80-P90 - share of national income,P90-P100 - share of the top 10%,P99.999-P100 - share of the top 0.001%,P99.99-P100 - share of the top 0.01%,P99.9-P100 - share of the top 0.1%,P99-P100 - share of the top 1%,Mean income,P0-P10 - mean income of the bottom 10%,P10-P20 - mean income,P20-P30 - mean income,P30-P40 - mean income,P40-P50 - mean income,P50-P60 - mean income,P60-P70 - mean income,P70-P80 - mean income,P80-P90 - mean income,P90-P100 - mean income of the top 10%,P99.999-P100 - mean income of the top 0.001%,P99.99-P100 - mean income of the top 0.01%,P99.9-P100 - mean income of the top 0.1%,P99-P100 - mean income of the top 1%,P0 - income threshold of the bottom 10%,P10 - income threshold,P20 - income threshold,P30 - income threshold,P40 - income threshold,P50 - income threshold (median),P60 - income threshold,P70 - income threshold,P80 - income threshold,P90 - income threshold of the top 10%,P99.999 - income threshold of the top 0.001%,P99.99 - income threshold of the top 0.01%,P99.9 - income threshold of the top 0.1%,P99 - income threshold of the top 1%
Brazil,2011,0.685495783220847,9.6554489,,63.095654,5.9359608,103.64922,4.5438361,22.810951,0.0,6.239999999999999,10.15,1.15,2.19,3.2300000000000004,3.58,4.390000000000001,29.599999999999998,5.52,7.39,12.31,60.25,0.12,1.06,6.88,24.67,22659.34270419273,6.764892282313531,2606.409954969779,4973.629447056963,7307.651686288554,8102.01132243227,9945.91487577969,12497.84728760183,16746.51324517272,27884.07957669584,136522.4255512028,2619220.734526202,2412630.063549019,1558964.408790706,558948.7320194329,0.0,390.302924261692,3892.993905721302,6226.702540674906,7650.376361518345,8903.180651469444,11093.75133382708,14321.81456899144,20158.97579579405,40454.59345556861,2591845.948296959,2137352.484389172,1014391.1176718,236830.5906907356
Brazil,2012,0.678223949121984,9.2204971,,61.741379,5.623106,100.08468,4.2542515,23.525801,0.0,6.4399999999999995,10.56,1.16,2.27,3.36,3.7699999999999996,4.54,30.049999999999997,5.7,7.57,12.24,59.38,0.16,1.53,8.23,25.39,22817.175257243,7.212898393725024,2650.807360610658,5177.875433249462,7660.501299636245,8603.957369657706,10351.71881149622,13011.66549677967,17280.13332447494,27930.04500372666,135497.8803750159,3657246.549007349,3490038.661664794,1878949.906627251,579378.7067120197,0.0,394.1557768198308,4155.032680285884,6463.966577278432,8090.721568424702,9272.830493995065,11613.79682795353,14790.29455969444,20737.0380813483,39448.95413728323,3657246.369804904,2769337.233519019,950263.0748782476,227089.6834115378
Brazil,2013,0.670929094389708,8.9009142,,61.198277,5.42658,150.00885,4.3058906,34.838055,0.0,6.5600000000000005,10.76,1.16,2.33,3.4299999999999997,3.84,4.66,30.84,5.83,7.739999999999999,12.6,58.39,0.16999999999999998,1.22,6.6000000000000005,23.669999999999998,23402.00243507957,0.3136042779880445,2713.752219263972,5460.253685272125,8024.282262102376,8990.138637694414,10910.06882814836,13653.03104587636,18120.09998276035,29496.40877105466,136651.4961119005,3879975.520132851,2846921.050267594,1544095.17555418,553949.5214234145,0.0,278.301396408819,4332.353499182552,6860.989593211297,8395.365724184516,9695.479459500666,12114.04045195561,15650.42149299336,21886.26335834106,41747.6734949356,3879975.296129796,1966055.331663487,1076699.494042632,237598.8763711952
Brazil,2014,0.673175652814852,8.9345512,5870.0,57.532257,5.5014057,76.957695,4.4218502,17.403957,0.01,6.569999999999999,10.67,1.23,2.32,3.36,3.7600000000000002,4.6,30.630000000000003,5.76,7.630000000000001,12.64,58.699999999999996,0.22999999999999998,2.0500000000000003,7.199999999999999,24.02,22962.9564458963,22.04190068144542,2814.23999005357,5329.883906851381,7709.42356700238,8631.42014428723,10551.61913840803,13234.45893598461,17515.69493785511,29032.0056359655,134788.6867006515,5276343.950893706,4704638.065649386,1652958.868602727,551477.1996975902,0.0,541.1017813628002,4184.421881194478,6664.359710912793,8035.975221610217,9417.312464925271,11751.60350782371,15152.46270015949,21029.31726843316,41641.94405264249,5276344.040494928,2200068.411919556,892132.0418920494,232325.7996392708
Brazil,2015,0.681661000026426,9.6270094,,67.560745,5.8305745,262.46683,4.5963583,57.103214,0.0,6.22,10.27,1.0699999999999998,2.21,3.29,3.6999999999999997,4.4799999999999995,29.849999999999998,5.56,7.3999999999999995,12.41,59.88,0.15,1.02,5.37,22.75,21692.45591454445,0.0,2327.884555505254,4800.251081940715,7135.303735228553,8016.352553930395,9716.35654429244,12063.55016319953,16044.84607348004,26919.02961210434,129900.8504239298,3193040.67100905,2206179.618484709,1165062.337831767,493462.0210918029,0.0,151.918872379637,3883.227372492531,5967.441404001075,7618.881531886118,8675.05593953871,10777.19021550372,13667.68084571952,19286.66309626474,39873.66393090133,2991423.943083203,1499441.868822463,791823.9663537389,232064.6568769291
Brazil,2016,0.684539124598396,10.994403,,120.26667,6.0565262,,4.3366008,,0.0,5.36,9.73,0.6,2.04,3.08,4.0,4.590000000000001,31.34,5.63,7.89,13.23,58.93000000000001,0.08,0.73,4.53,21.099999999999998,20603.57706075882,0.0,1236.94487360713,4212.332661935414,6355.011490983157,8246.582894584759,9456.6474015072,11601.61106172314,16251.3320902296,27263.18790689065,121411.8962230714,1549573.707888798,1503451.65792143,933787.1573243672,434821.3811538742,0.0,0.0,3127.396261930203,4989.53366401207,7638.683402010506,9126.601299230351,10077.53907131239,13423.96552111167,19673.65077530199,39578.42790348116,1549573.752689409,1318018.6579636,652446.7114587885,222539.2405373202
Brazil,2017,0.68209295545384,11.129524,,140.54903,5.9989734,,4.2038927,,0.0,5.25,9.74,0.51,2.04,3.0700000000000003,4.12,4.79,31.840000000000003,5.75,8.04,13.25,58.43000000000001,0.13,1.21,5.35,20.919999999999998,20654.42575440402,0.0,1050.574331259949,4208.479809377274,6338.524866083214,8510.772098484116,9894.573375411934,11883.63090885668,16602.07607485365,27373.66621396472,120681.8702645264,2603456.698683355,2509352.522174648,1105265.752525174,432042.6232478444,0.0,0.0,2821.408087836154,5026.225364536672,7685.410439430725,9361.446102832257,10388.18650896512,13822.42215660105,20045.31664532896,39354.51444899769,2603456.698683355,1681046.522156448,611147.3576795425,221757.1562686291
Brazil,2018,0.68089873903608,11.188825,,155.52174,5.9437051,,4.3391285,,0.0,5.19,9.77,0.45999999999999996,2.0,3.11,4.2,4.66,32.16,5.91,8.110000000000001,13.469999999999999,58.07,0.1,0.7000000000000001,4.36,20.68,20569.34939384698,0.0,944.3520822442844,4108.798449588217,6397.572071567249,8640.962674460296,9589.21240987386,12160.05067959757,16691.54289530253,27708.6403834671,119452.4966942021,2030842.16744387,1447825.427104133,895929.3416923732,425351.8311763583,0.0,0.0,2669.534016067658,4955.485199544797,7759.73465331389,9179.197216710065,10630.24421096075,13975.7746485372,20060.45925189467,39829.71453137186,1839366.371454099,1171807.697047623,608663.566997266,224594.8269783095
Brazil,2019,0.672211377477654,10.452381,,133.28302,5.6282053,,4.1303,,0.0,5.46,10.14,0.53,2.1,3.2099999999999995,4.3,4.87,32.79,6.04,8.309999999999999,13.569999999999999,57.07,0.08,0.8099999999999999,5.220000000000001,20.34,20537.76496299247,0.0,1096.494957679627,4306.817150832098,6583.360205969594,8840.68379892754,10007.56051670991,12409.32127998692,17059.49031460478,27863.47129557091,117210.4501096433,1688712.623532477,1672710.114036526,1071872.49699584,417825.5973083121,0.0,0.0,2983.003892222279,5209.549465326254,7969.894320177023,9591.049234930648,11004.19491215592,14341.52683789355,20463.53035033158,39613.90998750494,1688239.125873327,1510556.318038638,642438.0309268001,213321.1563901396
Bhutan,2003,0.610491714631973,6.6293802,258.89474,37.080925,4.0155101,24.066006,3.7472627,6.4222894,0.19,7.42,12.25,1.54,2.64,3.42,4.45,5.71,38.56,7.61,10.27,14.96,49.19,0.45999999999999996,1.5699999999999998,5.65,18.08,9504.2809980345,183.5013732444347,1468.02070196285,2510.786335233829,3252.43832601388,4228.940789003067,5429.261197829695,7236.560019243424,9764.067603165662,14221.09652324647,46748.14196940538,4358997.918026963,1491338.44439481,537124.2254123783,171884.103543023,0.0,734.0103509814252,2165.328835093914,2833.04686777143,3643.667936886568,4714.027031096005,6111.87872781324,8251.848783664416,11237.97620559637,17664.69729431816,3081675.998676083,751092.3064435474,271922.9428104528,75317.17263414519
Bhutan,2007,0.574575174887904,5.3396449,205.09091,30.585859,3.2577617,21.437563,3.4101253,6.2864442,0.22,8.450000000000001,13.850000000000001,1.76,3.0,3.9,4.97,6.38,41.03,8.290000000000001,10.92,15.440000000000001,45.12,0.47000000000000003,1.48,5.0,15.590000000000002,12167.22000872476,267.4136709187291,2139.260787312969,3653.519968362482,4744.972514578044,6047.670493090775,7757.542050574789,10082.96153914863,13289.00107195419,18792.01648175003,54897.85608356801,5705205.24631544,1798917.166771566,608591.1677928935,189737.7917547512,0.0,1069.630393656485,3155.414276390131,4101.63680240231,5271.070023791134,6724.171796433208,8654.71331336591,11352.88742479325,15172.34222507033,22930.26805793634,3921215.40349502,850132.8648174622,295978.0767639595,82653.58406115782
Bhutan,2012,0.57849138393312,5.3283582,201.78261,29.550724,3.2821782,19.664421,3.3093669,5.9420495,0.22999999999999998,8.709999999999999,14.14,1.8399999999999999,3.11,3.9600000000000004,4.99,6.25,39.45,8.01,10.43,14.760000000000002,46.410000000000004,0.5599999999999999,1.83,6.05,17.51,14118.01940102953,324.0191298720596,2592.187045002281,4397.489226900922,5596.906047041888,7046.204002797552,8823.46578741859,11314.73752184436,14724.11365694572,20837.0465715589,65524.02016290936,7973244.045423686,2590424.24063663,854493.6323944981,247219.7025851505,0.0,1296.095951502984,3823.482085333065,4896.697685710074,6176.995409225053,7701.466114023271,9783.766808113804,12608.18586133828,16817.93753578027,25486.97710201722,5560639.300641971,1219821.990184808,395012.0282528608,97779.44004895347
Bhutan,2017,0.548906825043698,4.5556755,175.58333,26.697248,2.8018618,20.117575,3.3336594,6.0346823,0.24,9.25,15.040000000000001,1.94,3.3099999999999996,4.22,5.319999999999999,6.74,42.82,8.66,11.360000000000001,16.06,42.14,0.42,1.4000000000000001,4.73,14.000000000000002,15720.42220096415,382.0771319276082,3056.641345439297,5197.06805363699,6632.792747092996,8369.767107143149,10598.64348845819,13616.20219424081,17862.17514416821,25244.46069999103,66244.36980752478,6600227.464299822,2196807.610788625,743763.3083301601,220089.7146303845,0.0,1528.323101721492,4508.548049174531,5797.264693077951,7299.111674708845,9222.944288550698,11758.90965689087,15175.39305138536,20335.05933464115,30746.15473278418,4631447.38099295,1056819.449295289,351450.2849073571,90162.9598514192
Botswana,1985,0.704636971362298,13.370044,505.83334,67.318184,7.6544766,39.480091,5.1922851,7.6036062,0.12,4.54,7.93,0.98,1.59,2.1,3.1300000000000003,4.42,31.369999999999997,5.76,7.84,13.350000000000001,60.699999999999996,0.67,2.1399999999999997,6.84,21.8,10622.36963069898,129.4992955942022,1035.934235069856,1692.77085725181,2233.577233002121,3329.200200819159,4694.504800306215,6115.088622397946,8326.478002092099,14183.85079988855,64482.75217411204,7138196.634711108,2276587.975753446,726073.1870677884,231566.8482028299,0.0,517.9771391488885,1528.015523745489,1834.937472891754,2737.584242290438,3938.494286373741,5419.267921910665,6708.368168844067,10336.13229276665,20449.78475561601,3574479.202495996,1140010.199289028,363583.9340019465,115957.9705517604
Botswana,1993,0.770325829294819,19.488764,867.25,106.77333,11.281301,46.008385,5.5636849,8.2694092,0.08,3.56,6.15,0.67,1.26,1.7399999999999998,2.39,3.2099999999999995,24.48,4.29,6.2700000000000005,10.7,69.38,3.91,8.200000000000001,17.2,36.08,19505.54828828233,164.3344257199913,1314.595232848249,2461.488777685866,3384.739985386801,4664.700520388466,6267.657673328617,8376.726374488735,12222.72116400947,20876.54516449881,135322.0938238358,76247820.92338495,15994290.25706545,3355077.21065817,703785.0374473062,0.0,657.2976164241244,1939.00191225487,2952.908639840123,3883.956663202123,5435.46285007041,7114.985133666783,9853.571537353246,15088.68228113057,30241.20224318785,24415978.78297585,5121670.884122122,1074358.506019365,225365.1527925875
Botswana,2002,0.781372748396535,24.761566,994.0,134.45901,14.258197,70.807526,8.5630178,8.2689924,0.06999999999999999,2.81,4.88,0.54,0.98,1.39,1.91,2.6599999999999997,25.540000000000003,3.9899999999999998,6.460000000000001,12.44,69.58,1.01,3.06,9.24,27.88,17555.14177934071,118.1949150470532,945.5593203764254,1715.640180309074,2438.880016591568,3346.557636198292,4670.913921043813,7005.288547258014,11332.58136883317,21833.66942738534,122144.0322442248,17817712.57482524,5375774.01710709,1621922.355846926,489349.4568397548,0.0,472.7796601882127,1394.687971618475,2065.113902330512,2833.631390485364,3909.411562661129,5551.372837134529,8695.47382810808,14723.53475487531,33476.35961860413,8519520.744027149,2570420.714949471,775520.4917741267,233981.9369078798
Botswana,2009,0.758245254340721,18.966198,748.11108,102.92208,11.001634,50.446274,6.2238703,8.1052895,0.09,3.55,6.12,0.6799999999999999,1.25,1.73,2.3800000000000003,3.3000000000000003,26.55,4.61,6.72,11.92,67.33,1.41,3.88,10.68,29.4,18486.12967301895,157.6199443666315,1260.939511705132,2312.286989045835,3193.98858526762,4397.624508348108,6101.258795132817,8516.187154359413,12421.46981206893,22041.27718218565,124458.6843341652,26051795.10441725,7171598.734170266,1974214.396232718,543466.3125276383,0.0,630.4797774665261,1859.891291652747,2703.751273560672,3721.586473818338,5110.221390604829,7106.40663211682,9998.504118446215,15561.90289233303,31805.35570687396,11413040.49780978,3141808.446564009,864884.3258351092,238087.3712396032
Botswana,2015,0.700338383995962,12.294606,493.83334,67.467888,7.2980294,41.262215,5.6848488,7.2582779,0.12,4.82,8.12,0.97,1.68,2.3,3.05,4.130000000000001,32.62,5.7299999999999995,8.469999999999999,14.280000000000001,59.260000000000005,0.97,2.78,7.95,22.74,22055.24731204622,267.3967036870843,2139.193672724595,3716.134715823968,5066.346764686904,6719.832895214579,9117.022997731556,12636.69399347901,18674.55605869935,31505.90988174203,130709.3052637614,21423981.09844578,6128490.085795959,1753100.472211748,501487.5154090282,0.0,1069.606857976258,3155.3051553811,4318.173152871337,5727.192032452954,7763.50381626174,10629.86579794124,14878.28851764932,23223.22633265618,44134.3460653178,9717530.1321658,2779772.230578854,795174.6405542113,227465.6630354256
Belarus,1993,0.38858884696165,1.8056729,62.333332,10.235566,1.1891892,8.1737795,1.9632652,4.1633601,0.48,16.57,25.16,3.85,6.23,6.72,7.870000000000001,8.799999999999999,44.92,10.040000000000001,11.68,14.399999999999999,29.92,0.35000000000000003,0.9299999999999999,2.78,8.66,8923.661444936657,429.797280961531,3438.500941749045,5561.598900572434,5997.653578430636,7020.92201212152,7850.824612299595,8963.537013395835,10426.05017042166,12848.52162783087,26699.33100564025,3079349.180974701,832304.4590339419,248273.755116756,77287.93103408834,0.0,1719.189123846124,5071.804225836941,5517.797122295738,6151.266537541066,7157.6031913939,7886.037806600468,9219.967592102545,10765.54462558025,14052.27301907083,1951149.967947316,331281.5603846855,109119.5544355667,35649.00359061797
Belarus,1995,0.457926855643777,2.6088922,96.166664,15.367601,1.6765133,10.80339,2.1495721,5.0258327,0.36,13.270000000000001,20.65,2.85,4.91,5.7700000000000005,6.77,7.9399999999999995,44.72,9.51,12.559999999999999,14.71,34.62,0.5,1.4200000000000002,4.279999999999999,12.4,7371.82701456228,262.4425874897844,2099.29531180468,3618.002346843741,4252.576008600247,4991.807700804992,5856.800801227143,7009.511464839356,9257.266585368972,10846.15462089618,25524.41271774769,3705178.928079478,1044096.363302539,315187.1674842776,91422.16368309988,0.0,1049.64765590234,3096.552605454502,3904.738357579424,4380.545909840006,5275.353666063941,6080.594760825724,7788.373337389684,9640.562818804265,11339.7528113924,2418591.135168935,435385.136390258,137491.0827412996,36585.77271426664
Belarus,1999,0.489556720603893,3.1810346,119.03226,18.690392,1.9967532,14.280948,2.6389005,5.4117036,0.31,11.600000000000001,18.48,2.5,4.17,5.19,6.3100000000000005,7.68,44.62,9.46,11.85,15.620000000000001,36.9,0.43,1.21,3.81,11.93,9447.442373405049,295.0792065979109,2360.879040896883,3940.31963405069,4899.419076036498,5965.139653379307,7256.249213059065,8935.19468627562,11198.65464607531,14761.3219733034,34861.43044003502,4042297.535522246,1146119.416186997,359737.2568133815,112747.3723069542,0.0,1180.439520448441,3482.425414082539,4312.818790487803,5285.291884664535,6388.188761216978,7835.610549256709,9686.818478216908,12381.05727143251,16857.79532180173,2662242.63708396,492517.0104677151,167949.8823412711,50673.50431575193
Belarus,2000,0.485838950378021,3.0955575,115.40625,17.972509,1.9550027,13.547822,2.5804551,5.2501674,0.32,11.93,18.89,2.59,4.3,5.3,6.38,7.66,44.190000000000005,9.4,11.76,15.370000000000001,36.93,0.43,1.24,3.94,12.25,9911.348602156277,320.3541822981894,2563.201540555907,4263.741167768816,5251.67371310203,6321.320500262357,7590.467823775368,9312.233522814238,11659.4935234066,15231.2402108377,36599.39175457116,4254732.970118746,1230587.771507043,390905.8415319263,121373.2552760434,0.0,1281.539423249555,3780.694666157184,4628.265210514093,5626.994832845485,6728.296686659559,8151.056969283,10136.86027855002,12745.58131417779,17362.06789523933,2817200.936527174,537024.8930412807,182573.2961947341,53326.14982371319
Belarus,2001,0.472210513261107,2.8561265,103.22857,16.432692,1.8192346,12.411188,2.4656684,5.0335999,0.35000000000000003,12.65,19.86,2.77,4.590000000000001,5.54,6.61,7.829999999999999,44.01,9.43,11.62,15.14,36.13,0.38,1.18,3.8899999999999997,11.93,10295.01291776196,356.9170112238348,2855.581477904274,4729.855889542398,5701.34743126475,6801.91312073804,8056.337157435354,9703.382175884568,11964.51094860511,15581.77713110807,37198.3841398564,3962983.802916375,1216699.540441911,400689.5883150132,122770.2498067394,0.0,1427.790738952137,4211.964275800285,5061.866007236346,6059.49138305656,7186.927070968495,8565.76288125844,10376.11368930508,13094.40051765299,17720.57992920153,2670487.064230465,554476.7729860957,188621.9905007925,52436.74060598835
Belarus,2002,0.470331296310508,2.8270736,103.22857,16.228571,1.8055972,12.305305,2.4530275,5.0163746,0.35000000000000003,12.78,20.01,2.8000000000000003,4.63,5.6000000000000005,6.63,7.88,43.86,9.44,11.55,14.99,36.13,0.4,1.23,4.02,12.049999999999999,10716.22161474767,374.5849554026703,2997.047725391754,4964.446926139157,6005.505998065673,7101.654701494255,8443.68229474496,10113.18032558811,12379.46224869415,16067.52290196924,38714.8826818731,4255428.400032674,1317159.961818996,430942.9980639057,129148.6230434126,0.0,1498.585209724276,4420.666866412777,5341.853844848169,6339.233832554787,7517.464859980874,8958.629251123935,10785.91183900863,13524.93396295531,18440.54865448907,2876569.277871935,599757.9961996557,199816.5962429935,53701.47094345665
Belarus,2003,0.457327847486706,2.6196969,96.055557,15.322086,1.6810889,11.979648,2.4223182,4.9455299,0.36,13.200000000000001,20.57,2.9000000000000004,4.81,5.74,6.76,8.03,44.85,9.610000000000001,11.84,15.370000000000001,34.58,0.36,1.05,3.4000000000000004,10.639999999999999,11437.66266871678,414.4605238618474,3315.68419089478,5502.337671139258,6563.886650550951,7736.105669193962,9180.950882040948,10990.44283169001,13545.42387044049,17579.97254011163,39547.48455130072,4064977.531921259,1199281.524056772,388496.130256424,121721.829091405,0.0,1657.84209544739,4890.585103947081,5868.211348509308,6890.743617859406,8198.907651434012,9709.394184667644,11786.23648407839,14779.84877587981,19860.36427974937,2695993.931698091,531310.4173459386,183213.2683949897,54072.49777121219
